1	499.5	419.977	0.986452	
2	249.75	62.1746	0.949058	
3	124.875	12.0422	0.893332	
4	62.4375	2.88185	0.825112	
5	31.2188	0.642476	0.749798	
6	15.6094	0.0629785	0.671875	
7	7.80469	0.0007181	0.594954	
8	3.90234	0	0.521532	
9	1.95117	0	0.453252	
10	0.975586	0	0.391066	
11	0.487793	0	0.335352	
12	0.243896	0	0.286092	
13	0.121948	0	0.243054	
14	0.0609741	0	0.205691	
15	0.0304871	0	0.173632	
16	0.0152435	0	0.146113	
17	0.0076218	0	0.12274	
18	0.0038109	0	0.102946	
19	0.0019054	0	0.0861194	
20	0.0009527	0	0.0720286	
21	0.0004764	0	0.0601854	
22	0.0002382	0	0.0502639	
23	0.0001192	0	0.0418661	
24	5.96e-05	0	0.0348272	
25	2.98e-05	0	0.0290375	
26	1.48e-05	0	0.0242634	
27	7.4e-06	0	0.0202079	
28	0	0	0.0168741	
29	0	0	0.0140216	
30	0	0	0.0116527	
31	0	0	0.0097072	
32	0	0	0.0080647	
33	0	0	0.0066648	
34	0	0	0.0055685	
35	0	0	0.0047157	
36	0	0	0.0039234	
37	0	0	0.003253	
38	0	0	0.0026433	
39	0	0	0.0022163	
40	0	0	0.0017896	
41	0	0	0.0014846	
42	0	0	0.0011795	
43	0	0	0.0010574	
44	0	0	0.0008745	
45	0	0	0.0006914	
46	0	0	0.0006304	
47	0	0	0.0005083	
48	0	0	0.0004473	
49	0	0	0.0003252	
50	0	0	0.0002642	
51	0	0	0.0002031	
52	0	0	0.0002031	
53	0	0	0.0002031	
54	0	0	0.0002031	
55	0	0	0.0002031	
56	0	0	0.0002031	
57	0	0	0.0002031	
58	0	0	0.0002031	
59	0	0	0.0002031	
60	0	0	0.0002031	
61	0	0	0.0002031	
62	0	0	0.0002031	
63	0	0	0.0002031	
64	0	0	0.0002031	
65	0	0	0.0002031	
66	0	0	0.0002031	
67	0	0	0.0002031	
68	0	0	0.0002031	
69	0	0	0.0002031	
70	0	0	0.0002031	
71	0	0	0.0002031	
72	0	0	0.0002031	
73	0	0	0.0002031	
74	0	0	0.0002031	
75	0	0	0.0002031	
76	0	0	0.0002031	
77	0	0	0.0002031	
78	0	0	0.0002031	
79	0	0	0.0002031	
80	0	0	0.0002031	
81	0	0	0.0002031	
82	0	0	0.0002031	
83	0	0	0.0002031	
84	0	0	0.0002031	
85	0	0	0.0002031	
86	0	0	0.0002031	
87	0	0	0.0002031	
88	0	0	0.0002031	
89	0	0	0.0002031	
90	0	0	0.0002031	
91	0	0	0.0002031	
92	0	0	0.0002031	
93	0	0	0.0002031	
94	0	0	0.0002031	
95	0	0	0.0002031	
96	0	0	0.0002031	
97	0	0	0.0002031	
98	0	0	0.0002031	
99	0	0	0.0002031	
100	0	0	0.0002031	
