1	6.29501e-10	1.12357	0.26347	
2	2.74514e-06	0.24774	0.08242	
3	3.2139e-08	0.02328	0.02863	
4	4.05125e-11	0	0.01031	
5	4.3207e-05	0	0	
6	4.02541e-11	0	0	
7	2.15699e-33	0	0	
8	1.01391e-08	0	0	
9	2.16927e-33	0	0	
10	7.79888e-12	0	0	
11	0.000173741	0	0	
12	6.65503e-33	0	0	
13	4.24815e-05	0	0	
14	7.79981e-12	0	0	
15	2.62529e-06	0	0	
16	6.60707e-33	0	0	
17	1.0072e-08	0	0	
18	6.89967e-07	0	0	
19	2.00875e-09	0	0	
20	1.04888e-08	0	0	
21	6.29501e-10	0	0	
22	2.59298e-09	0	0	
23	3.2139e-08	0	0	
24	4.05125e-11	0	0	
25	4.3207e-05	0	0	
26	4.02541e-11	0	0	
27	6.86184e-07	0	0	
28	4.00578e-11	0	0	
29	2.66574e-09	0	0	
30	2.15511e-33	0	0	
31	2.59572e-06	0	0	
32	8.86929e-33	0	0	
33	1.01393e-08	0	0	
34	2.21723e-33	0	0	
35	6.33693e-10	0	0	
36	2.16903e-33	0	0	
37	7.79888e-12	0	0	
38	0.000173741	0	0	
39	6.65503e-33	0	0	
40	1.03715e-08	0	0	
41	7.79869e-12	0	0	
42	6.40941e-10	0	0	
43	6.60688e-33	0	0	
44	1.0072e-08	0	0	
45	6.89967e-07	0	0	
46	2.00875e-09	0	0	
47	2.59309e-09	0	0	
48	6.29501e-10	0	0	
49	6.40969e-10	0	0	
50	3.2139e-08	0	0	
51	4.05125e-11	0	0	
52	4.3207e-05	0	0	
53	2.11899e-33	0	0	
54	5.02172e-10	0	0	
55	6.65349e-33	0	0	
56	2.11895e-33	0	0	
57	4.99086e-10	0	0	
58	2.11899e-33	0	0	
59	5.02172e-10	0	0	
60	6.65349e-33	0	0	
61	2.11895e-33	0	0	
62	4.99086e-10	0	0	
63	2.11899e-33	0	0	
64	5.02172e-10	0	0	
65	6.65349e-33	0	0	
66	2.11895e-33	0	0	
67	4.99086e-10	0	0	
68	2.11899e-33	0	0	
69	5.02172e-10	0	0	
70	6.65349e-33	0	0	
71	2.11895e-33	0	0	
72	4.99086e-10	0	0	
73	2.11899e-33	0	0	
74	5.02172e-10	0	0	
75	6.65349e-33	0	0	
76	2.11895e-33	0	0	
77	4.99086e-10	0	0	
78	2.11899e-33	0	0	
79	5.02172e-10	0	0	
80	6.65349e-33	0	0	
81	2.11895e-33	0	0	
82	4.99086e-10	0	0	
83	3.60134e-42	0	0	
84	0	0	0	
85	0	0	0	
86	0	0	0	
87	0	0	0	
88	0	0	0	
89	0	0	0	
90	0	0	0	
91	0	0	0	
92	0	0	0	
93	0	0	0	
94	0	0	0	
95	0	0	0	
96	0	0	0	
97	0	0	0	
98	0	0	0	
99	0	0	0	
100	0	0	0	
